,Tags_Will revert after reading the email,Total Time Spent on Website,Lead Profile_Potential Lead,Last Notable Activity_SMS Sent,Last Activity_SMS Sent,What is your current occupation_Working Professional,Lead Profile_Unspecified,Lead Origin_Lead Add Form,Tags_Interested in other courses,Lead Source_Reference,Last Notable Activity_Modified,Tags_Closed by Horizzon,Tags_Ringing,What is your current occupation_Unemployed,Last Activity_Olark Chat Conversation,Lead Source_Welingak Website,Lead Source_Olark Chat,Last Activity_Email Bounced,Tags_Lateral student,Last Activity_View in browser link Clicked,TotalVisits,Lead Profile_Student of SomeSchool,Tags_Not doing further education,Do Not Email_Yes,Tags_switched off,Tags_Interested in Next batch,Last Notable Activity_Unreachable,Lead Source_WeLearn,Lead Source_Direct Traffic,Lead Origin_Landing Page Submission,Specialization_E-Business,Tags_Lost to Others,Page Views Per Visit,Last Activity_Email Received,Tags_Diploma holder (Not Eligible),Lead Source_Google,How did you hear about X Education_Online Search,Tags_University not recognized,Last Activity_Converted to Lead,Tags_in touch with EINS,Last Activity_Resubscribed to emails,Lead Source_Facebook,Specialization_Unspecified,Last Notable Activity_Email Bounced,City_Other Metro Cities,Lead Profile_Other Leads,Lead Profile_Lateral Student,City_Thane & Outskirts,Last Activity_Had a Phone Conversation,Last Notable Activity_Form Submitted on Website,Tags_opp hangup,Tags_In confusion whether part time or DLP,What is your current occupation_Student,Lead Source_welearnblog_Home,Tags_Still Thinking,Specialization_Services Excellence,How did you hear about X Education_Unspecified,Lead Source_blog,Lead Source_Organic Search,Last Notable Activity_Olark Chat Conversation,Lead Source_Others,Specialization_Hospitality Management,City_Unspecified,How did you hear about X Education_Multiple Sources,Last Notable Activity_Had a Phone Conversation,Tags_Graduation in progress,Last Notable Activity_Email Received,City_Other Cities of Maharashtra,Tags_Recognition issue (DEC approval),Last Notable Activity_Email Marked Spam,Lead Source_Press_Release,Specialization_Finance Management,Specialization_Operations Management,Lead Source_Social Media,Last Activity_Email Opened,Specialization_Marketing Management,What is your current occupation_Other,Tags_Lost to EINS,Last Notable Activity_View in browser link Clicked,What is your current occupation_Housewife,How did you hear about X Education_Student of SomeSchool,Last Notable Activity_Email Link Clicked,Last Notable Activity_Email Opened,City_Tier II Cities,Tags_Busy,Lead Origin_Quick Add Form,Specialization_IT Projects Management,Converted
516,True,0.775245301207843,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,False,False,False,-0.4921984032401318,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
5553,False,0.8993047898122142,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,True,True,False,False,-0.1691952413962954,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
1945,False,-0.8904357737302593,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2232,False,-0.2537186925107657,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,1.8421908662656745,False,False,False,False,False,False,False,True,True,False,False,3.6875589298733935,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1607,False,-0.34311450047568026,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.45090822306340833,False,False,False,False,False,False,False,True,True,False,False,1.2770875728298379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
437,True,1.787789656728814,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1.5639343376252213,False,False,False,False,False,False,False,False,True,True,False,3.2054646584646824,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2656,False,-0.5164329036729637,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,-0.6621178914984045,False,False,False,False,False,False,False,False,False,False,False,-0.6512895128050066,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
744,False,-0.4106174575104117,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2.6769604521870343,False,False,False,False,False,False,False,False,True,False,False,0.1200613214489313,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
7813,False,1.3043225320206027,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,2.1204473949061278,False,False,False,False,False,False,False,False,True,False,False,-0.37649577810204116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
3176,True,-0.8904357737302593,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1336,True,-0.5456233715798745,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,True,False,False,-0.1691952413962954,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
5560,False,-0.507310882452054,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,True,True,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
4708,False,-0.8904357737302593,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
5476,False,-0.5602186055333299,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,True,True,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1063,True,-0.8904357737302593,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
2275,False,-0.193513352452762,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,True,True,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
195,True,0.5417215579525558,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
8248,False,-0.3941978193127743,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,0.7291647517038615,False,False,False,False,False,False,False,True,True,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
295,False,-0.34858771320822607,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.45090822306340833,False,False,False,False,False,False,False,False,False,False,False,0.07185189430806015,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
3247,False,-0.45257875512659607,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,True,False,False,-0.1691952413962954,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
8281,False,-0.5255549248938732,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,-0.6621178914984045,False,False,False,False,False,False,False,False,False,False,False,-0.6512895128050066,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6052,False,-0.4963644569869624,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.45090822306340833,False,True,False,False,False,False,False,True,True,False,False,1.2770875728298379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
3205,True,-0.8904357737302593,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
9135,False,1.3882451272529714,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,True,True,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1
5377,False,-0.8904357737302593,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5771,False,-0.7809715190793435,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.45090822306340833,False,False,False,True,False,False,False,False,True,False,False,-0.32828635096117015,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2653,True,-0.8904357737302593,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,1
5641,True,0.7533524502776597,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,True,True,False,False,0.7949933014211268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9090,True,2.4847120780063117,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1204473949061278,False,False,False,False,False,False,False,False,True,False,False,1.5181347085341934,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
3725,False,-0.7572542639049784,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.45090822306340833,False,False,False,False,True,False,False,True,True,False,False,1.2770875728298379,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
159,False,-0.031141374720570204,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0074212803443148,False,False,False,True,False,False,False,False,False,False,False,-0.010104131831420712,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
5410,False,1.0507303420793144,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,-0.3838613628579513,False,False,True,False,False,False,False,True,True,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8431,True,-0.8904357737302593,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
1047,True,1.6527837426593512,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,False,False,False,0.7949933014211268,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,1
133,False,0.9084268110331238,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1
5390,False,-0.18621573547603426,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0074212803443148,False,False,False,False,False,False,False,True,True,False,False,-0.010104131831420712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
4110,False,-0.8904357737302593,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,-0.9403744201388577,False,False,False,False,True,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3235,False,1.5141290201015247,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.8421908662656745,False,False,False,False,False,False,False,False,True,False,False,0.07185189430806015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5861,False,-0.8904357737302593,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2416,False,1.2203999367882339,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.3838613628579513,False,False,True,False,False,False,False,True,True,True,False,-0.1691952413962954,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5145,False,-0.2646651179758573,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.6621178914984045,False,False,False,False,False,False,False,True,True,False,False,-0.6512895128050066,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4233,True,0.8427482582425744,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.45090822306340833,False,False,False,False,False,False,False,False,True,False,False,1.2770875728298379,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7629,False,-0.46899839332423343,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,True,True,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6235,False,-0.8904357737302593,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,-0.9403744201388577,False,True,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
5073,False,1.5725099559153464,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
6709,False,-0.4416323296615045,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,-0.6621178914984045,False,False,True,False,False,False,False,False,True,False,False,-0.6512895128050066,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4759,False,2.550390630796861,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,True,True,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
4872,False,-0.8904357737302593,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
1704,False,-0.3869002023360466,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,True,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8714,False,-0.18074252274348848,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.1056048342174981,False,False,False,True,False,False,False,False,True,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2346,False,-0.8904357737302593,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,-0.9403744201388577,False,False,True,False,True,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5832,False,0.032712773825797355,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,-0.1691952413962954,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
5729,False,-0.20810858640621743,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,-0.3838613628579513,False,False,True,False,False,False,False,False,True,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6479,False,-0.33034367076640675,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.1726516944229551,True,False,False,False,False,False,False,False,False,False,False,0.7949933014211268,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6086,False,2.3551793766693945,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,True,False,False,0.7949933014211268,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
2,True,1.9045515283564578,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,True,True,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
4567,False,-0.3412900962314983,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,4.0682430953893,False,False,True,False,False,False,False,True,True,False,False,-0.410242377100651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8643,False,-0.8904357737302593,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1084,False,1.610822445043167,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,True,True,False,False,0.7949933014211268,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
7627,False,-0.3266948622780429,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7291647517038615,False,False,False,True,False,False,False,False,True,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2781,False,-0.6988733280911567,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,False,False,False,0.7949933014211268,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
2459,False,-0.7773227105909797,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,True,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
2492,True,1.3937183399855173,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7291647517038615,False,False,False,False,False,False,False,False,True,False,False,0.3128990300124157,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
