index,season no.,episode no.,episode name,name,line
1305,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,Got it.
1306,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Leaving a partial length of severed urethra to be threaded through-
1307,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Oh, you know what, I gotta laugh at myself here! I'm having a little laugh at myself because I just realized I haven't run this whole decision past my wife."
1308,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"Oh, do you think she'll be okay with this?"
1309,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Oh, absolutely. Beth is automatically on board, always, with every decision I make."
1328,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Smith family?
1329,2,8,Interdimensional Cable 2  Tempting Fate,Beth,Yes?
1330,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,I wanted to let you all know that Jerry is doing just fine.
1332,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"But, ah, Mrs. Smith, could you come with me?"
1333,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Hi, honey, so, here's the thing-these guys-they want to completely remove my penis and use it as an alien's heart, and we just need you to sign off on it."
1334,2,8,Interdimensional Cable 2  Tempting Fate,Beth,WHAT!?!
1335,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Uh-oh, maybe we have a problem here after all guys. Yikes."
1336,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"His penis will be replaced with a sophisticated prosthetic, now there's a wide range of options to chose from, they're all in this catalog."
1337,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"I don't care about prosthetics, this is insane! What do you people think you're doing?"
1338,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"I understand your feelings, Mrs. Smith."
1339,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Oh, I don't think you do. I bring my husband in for emergency medical treatment, he's gone an hour, and now you want his PENIS, and you hand me some... catalog. It's--It's--It's--It's, I mean."
1340,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Sheesh, well, there you go. Sorry. I know it's hard to understand but on Earth, love comes first."
1341,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"There are those that believe, Mr. Smith, that Shrimply Pibbles represents love between all life. That his fate will determine the fate of hundreds of billions of sentient life forms."
1342,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Woah! Woah. So, billions of life forms?"
1343,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Hundreds of billions.
1344,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"I mean, Jerry, y-you didn't explain the full gravity of the situation."
1345,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Uh, well, Beth, I don't think your decision should be based on politics. Who could argue with a wife's decision to keep her LOVER INTACT."
1346,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Well I don't think that's fair at all, Jerry. At all. In fact, I think this whole paradigm has sexist overtones."
1347,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Beth, can we talk about this privately?"
1348,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"You know, I think, the bottom line is, Jerry, if you want to keep your penis, you should say, out loud, ""I prefer to keep my penis."""
1349,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"But, Beth, what kind of man would say something like that if the universe needed his penis!?!"
1350,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Well, Jerry, what kind of wife would I be if I did anything to stand in your way?"
1351,3,1,The Rickshank Rickdemption,Rick,"Anyway, that's how I escaped from space prison! Oh, scary place."
1352,3,1,The Rickshank Rickdemption,Morty,"Wow, Rick! That's -- That's one -- one heck of a story. I sure do wish I could have been there to see it happen."
1353,3,1,The Rickshank Rickdemption,Rick,"Oh, come on. Who wants to watch a mad scientist use handmade sci-fi tools to take out highly trained alien guards when we can sit here and be a family at Shoney's?"
1354,3,1,The Rickshank Rickdemption,Beth,"Dad, it's great to have you back, no matter where we are, but wouldn't you like to go home?"
1355,3,1,The Rickshank Rickdemption,Rick,"Emotionally speaking, honey, Shoney's is my home."
1356,3,1,The Rickshank Rickdemption,Jerry,"Yeah, but you just got out of prison. I mean, how much of a step up from that is --"
1357,3,1,The Rickshank Rickdemption,Rick,"Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times."
1358,3,1,The Rickshank Rickdemption,Jerry,You got it.
1359,3,1,The Rickshank Rickdemption,Rick,"Six folds, huh? W-W-What, have you guys got me in a Series 9000? You cheap insect fucks didn't think I was worth your best equipment?"
1360,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Man, I told the money bugs. I said, ""You know who this guy is, right? You want me to get intel out of the smartest mammal in the galaxy, you better give me a decent brainalyzer."
1361,3,1,The Rickshank Rickdemption,Rick,"Well, you might as well order some pancakes, because I don't see the need to leave this part of my brain."
1362,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Oh, I think you do. Eventually, you're either gonna relax your cerebellum."
1363,3,1,The Rickshank Rickdemption,Rick,Shoney's.
1364,3,1,The Rickshank Rickdemption,Cornvelious Daniel,Or the Series 9000 is going to turn it into mush.
1365,3,1,The Rickshank Rickdemption,Rick,Relaxed enough?
1366,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"I admire you, Rick--"
1367,3,1,The Rickshank Rickdemption,Cornvelious Daniel,When I--
1368,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Rick, here's--"
1373,3,1,The Rickshank Rickdemption,Jerry,"I tell ya, the Galactic Federation taking over Earth -- best thing that's ever happened to this family. I just got my sixth promotion this week, and I still don't know what I do."
1374,3,1,The Rickshank Rickdemption,Summer,Who cares how high they promote you? Everyone just gets paid in pills.
1375,3,1,The Rickshank Rickdemption,Jerry,"Well, when you're not sure what you do for a living, you can make your own rules."
1376,3,1,The Rickshank Rickdemption,Beth,"Summer, show your father some respect. He's pulling down a six-chewable figure income."
1378,3,1,The Rickshank Rickdemption,Morty,"I kind of had big pills for lunch, and I  wasn't gonna eat any more pills.  Thank you, Conroy."
1379,3,1,The Rickshank Rickdemption,Jerry,"You spoil us, Conroy."
1380,3,1,The Rickshank Rickdemption,Summer,Grandpa Rick wouldn't put up with this!
1381,3,1,The Rickshank Rickdemption,Beth,Stop saying his name! He abandoned us.
1382,3,1,The Rickshank Rickdemption,Jerry,Willem Dafoe! Th-That's the guy I couldn't think of this morning.
1383,3,1,The Rickshank Rickdemption,Beth,"Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself?"
1384,3,1,The Rickshank Rickdemption,Summer,Maybe I just want you to care if I run away yelling!
1386,3,1,The Rickshank Rickdemption,Jerry,Ooh!
1389,3,1,The Rickshank Rickdemption,Rick,"Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?"
1391,3,1,The Rickshank Rickdemption,Rick,"' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?"
1392,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun."
1393,3,1,The Rickshank Rickdemption,Rick,"Yeah, well, tough titties."
1395,3,1,The Rickshank Rickdemption,Rick,"Well, that depends on who breaks first -- me or the titty."
1396,3,1,The Rickshank Rickdemption,Cornvelious Daniel,Someone special you remember? Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper?
1397,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she?"
1398,3,1,The Rickshank Rickdemption,Rick,The day I invented the portal gun is the day I lost her.
1399,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Oh, that sounds cool. I can get what I want and you can say goodbye."
1400,3,1,The Rickshank Rickdemption,Rick,"Fine, but I'm driving."
1402,3,1,The Rickshank Rickdemption,Morty,Huh? What are you -- What are you doing?
1403,3,1,The Rickshank Rickdemption,Summer,"Grandpa Rick must have some secret lab, right? With, like, laser guns and jets packs and a space tank! And we can go break him out of prison! Look at these dead flies! Maybe if we arrange them in a certain order, it plays a hologram or it opens a secret door."
1404,3,1,The Rickshank Rickdemption,Morty,"Summer, you're freaking me out. I know things have changed a lot, and I know you miss Rick, but getting him back wouldn't make things better. And, you know, we're not doing so bad."
1405,3,1,The Rickshank Rickdemption,Summer,"We're miserable, Morty! There's a mandatory curfew, their weird calendar made me 47, and they weaponized the Eiffel Tower!"
1406,3,1,The Rickshank Rickdemption,Morty,"Hey, I like being 35. I-I can rent a car now."
1407,3,1,The Rickshank Rickdemption,Summer,"Because you suck! You've been keeping your lip zipped about it since Grandpa got arrested, but the fact is, you're freaking stoked to bail on him."
1408,3,1,The Rickshank Rickdemption,Morty,"He bails on everybody! He bailed on Mom when she was a kid! He -- He bailed on tiny planet! And in case I never made this clear to you, Summer, he bailed on you. He left you to rot in a world that he ruined because he doesn't care! Because nobody's special to him, Summer, not even himself. So, if you really want your grandpa back, grab a shovel. The one that won't let you down is buried in your backyard!"
1409,3,1,The Rickshank Rickdemption,Summer,You're right!
1410,3,1,The Rickshank Rickdemption,Morty,"What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer!"
1411,3,1,The Rickshank Rickdemption,Morty,"Oh, God! Oh, God! Whoa, whoa!"
1412,3,1,The Rickshank Rickdemption,Cornvelious Daniel,Where are we going?
1413,3,1,The Rickshank Rickdemption,Rick,To the day it all began and ended. The moment that changed everything.
1415,3,1,The Rickshank Rickdemption,Rick,"Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film ""Mulan,"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory."
1416,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Rick, you're doing this bit while your brain is melting."
1417,3,1,The Rickshank Rickdemption,Rick,"Okay. All right, all right."
1418,3,1,The Rickshank Rickdemption,Cornvelious Daniel,Is that--
1419,3,1,The Rickshank Rickdemption,Rick,Me. I used to wear blue pants.
1420,3,1,The Rickshank Rickdemption,Cornvelious Daniel,When'd you make the leap to interdimensional travel?
1421,3,1,The Rickshank Rickdemption,Rick,I didn't. I did.
1424,3,1,The Rickshank Rickdemption,Young Rick,What?
1425,3,1,The Rickshank Rickdemption,Morty,"Summer, nobody has to know about that. We could put it right back and pretend we never saw it, like we did with Dad's mannequin leg."
1426,3,1,The Rickshank Rickdemption,Summer,"Fine, stay here. I'll rescue Grandpa myself."
1427,3,1,The Rickshank Rickdemption,Morty,And how are you gonna do that?
1428,3,1,The Rickshank Rickdemption,Summer,I don't know yet. I'll make it up as I go. That's what Grandpa Rick does. That's what heroes do.
1429,3,1,The Rickshank Rickdemption,Morty,"Y-You want to see what a hero Rick is? I-I'll bring you somewhere, Summer. Um-"
1433,3,1,The Rickshank Rickdemption,Summer,"What is this place? And what's with ""Hunger Games"" Summer?"
1434,3,1,The Rickshank Rickdemption,Morty,That's my sister. This used to be my home.
1437,3,1,The Rickshank Rickdemption,Young Rick,Sounds lonely.
1439,3,1,The Rickshank Rickdemption,Young Rick,"Eh, pass."
1441,3,1,The Rickshank Rickdemption,Young Rick,"A different kind of Rick, I guess."
1444,3,1,The Rickshank Rickdemption,Young Rick,"Sort of. I just took a long look at myself, and I don't think this science thing is gonna pay off."
1446,3,1,The Rickshank Rickdemption,Young Rick,"That, Dianne, is the last great idea that will ever be had in this garage."
1448,3,1,The Rickshank Rickdemption,Summer,"Good roasted Cronenberg, I assume. Mom, you're looking feral. I can't believe Rick did this."
1449,3,1,The Rickshank Rickdemption,Morty,"These are the parts of Rick's adventures you don't get to see -- the parts he leaves behind. All right, it's been great, guys. I really only wanted to stop by here for a quick ""I told ya so."" So, uh--"
1451,3,1,The Rickshank Rickdemption,Morty,What are you doing with that?!
1453,3,1,The Rickshank Rickdemption,Morty,No! Why?! Why would you do that?! W-W-What is the matter with you people?!
1456,3,1,The Rickshank Rickdemption,Morty,Hold your fire! Hold your fire! I'm Morty C-137.
1459,3,1,The Rickshank Rickdemption,Summer,He's in prison.
1460,3,1,The Rickshank Rickdemption,Morty,Summer.
1461,3,1,The Rickshank Rickdemption,Summer,He got captured by the Federation and we were going to rescue him.
1463,3,1,The Rickshank Rickdemption,Summer,Boo-yah!
1465,3,1,The Rickshank Rickdemption,Summer,Boo-nah?
1466,3,1,The Rickshank Rickdemption,Young Rick,"Come on, girls! The ice cream's gonna melt."
1470,3,1,The Rickshank Rickdemption,Young Rick,Nooooooo!
1472,3,1,The Rickshank Rickdemption,Cornvelious Daniel,Wow. This sauce is fucking amazing. You said it was promoting a movie?
1473,3,1,The Rickshank Rickdemption,Young Rick,"Carry the three, add a two. I got it. I fucking got it."
1475,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Whoa. I-Is that it, the portal gun?"
1476,3,1,The Rickshank Rickdemption,Rick,Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost.
1477,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Awesome-possum.  Mission Control, you getting this?"
1479,3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Yeah! Thanks, Rick. I'll try to remember to shut off the brainalyzer. Actually, I think it shuts off automatically once your brain is liquid. Don't know, don't care. Pull me out.  Hey, pull me out! Can you hear me?"
1480,3,1,The Rickshank Rickdemption,Rick,"Nope, they cannot."
1481,3,1,The Rickshank Rickdemption,Cornvelious Daniel,Why not?
1482,3,1,The Rickshank Rickdemption,Rick,"Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer."
1483,3,1,The Rickshank Rickdemption,Cornvelious Daniel,What are you talking about? This is a memory. Y-You can't alter details of a memory.
1484,3,1,The Rickshank Rickdemption,Rick,"True, but you can alter anything you want about a totally fabricated origin story."
1485,3,1,The Rickshank Rickdemption,Cornvelious Daniel,It's a trap! Abort! I'm still in his Shoney's! Repeat -- we never left his Shoney's!
1486,3,1,The Rickshank Rickdemption,Rick,"Mission accomplished, boys. Pull me out."
1488,3,1,The Rickshank Rickdemption,Rick,"Okay, have fun in what's left of my brain. I'm gonna transfer to yours. Oh, there's not enough room for all my genius, so I'm leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes."
1489,3,1,The Rickshank Rickdemption,Cornvelious Daniel,It's a trap! Abort! We never left his --   No!
1509,3,1,The Rickshank Rickdemption,Summer,A city of Grandpas?
1510,3,1,The Rickshank Rickdemption,Morty,It's the Citadel of Ricks. All the different Ricks from all the different realities got together to hide here from the government.
1511,3,1,The Rickshank Rickdemption,Summer,"But if every Rick hates the government, why would they hate Grandpa?"
1512,3,1,The Rickshank Rickdemption,Morty,Because Ricks hate themselves the most. And our Rick is the most himself.
1520,3,1,The Rickshank Rickdemption,Riq IV,"Operating an unregistered portal gun, radicalizing a Summer, conspiring with a traitorous Rick. How do you plead?"
1521,3,1,The Rickshank Rickdemption,Morty,How is this a fair trial? O-Our lawyer is a Morty.
1522,3,1,The Rickshank Rickdemption,Riq IV,"It's not fair, you have no rights, and he's not a lawyer. We just keep him here because he's fun. Look at him go."
1524,3,1,The Rickshank Rickdemption,Riq IV,"We'll be lenient if you renounce your Rick. What say you, Summer?"
1525,3,1,The Rickshank Rickdemption,Summer,"I say fuck you! My grandpa was my hero. You killed him because you were jealous of him. That's pretty obvious from the haircuts. So do what you want to me, but let my brother go. He already renounced Rick."
1526,3,1,The Rickshank Rickdemption,Riq IV,Morty?
1528,3,1,The Rickshank Rickdemption,Morty,"What? N-No, I don't want to see your Pog collection. I don't renounce Rick, and I never have. I was just trying to protect my sister. I wanted you to have a normal life. That's something you can't have when Rick shows up. Everything real turns fake. Everything right is wrong. All you know is that you know nothing and he knows everything. And, well -- well, he's not a villain, Summer, but he shouldn't be your hero. He's more like a demon or a super fucked up god."
1529,3,1,The Rickshank Rickdemption,Riq IV,"Let's not suck the ghost of his dick too hard. He was a terrorist, and now he's dead."
1530,3,1,The Rickshank Rickdemption,Morty,"Oh, yeah? If you think my Rick's dead, he's alive. And if you think you're safe, he's coming for you!"
1542,3,1,The Rickshank Rickdemption,Riq IV,"All right, calm down! We have his Summer as a hostage. Obviously, I get her. You guys play Rick, Laser, Scissors for the Morty."
1546,3,1,The Rickshank Rickdemption,Summer,Grandpa Rick!
1547,3,1,The Rickshank Rickdemption,Rick,Duh!
1548,3,1,The Rickshank Rickdemption,Summer,You're alive!
1549,3,1,The Rickshank Rickdemption,Morty,Rick!
1550,3,1,The Rickshank Rickdemption,Rick,"Morty, take this. You're gonna need it later."
1552,3,1,The Rickshank Rickdemption,Riq IV,"That's enough, Rick."
1553,3,1,The Rickshank Rickdemption,Rick,What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here.
1554,3,1,The Rickshank Rickdemption,Summer,"That's a bluff. He's bluffing, sir. He loves me."
1555,3,1,The Rickshank Rickdemption,Riq IV,"You're a rogue Rick -- irrational, passionate. You love your grandkids. You came to rescue them."
1556,3,1,The Rickshank Rickdemption,Rick,"I came to kill you, bro. That's not even my original Summer."
1557,3,1,The Rickshank Rickdemption,Summer,"Oh, my God. He's not bluffing. He's not bluffing!"
1558,3,1,The Rickshank Rickdemption,Morty,R-Rick?
1559,3,1,The Rickshank Rickdemption,Riq IV,Why not shoot through her?
1560,3,1,The Rickshank Rickdemption,Rick,"20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do."
1561,3,1,The Rickshank Rickdemption,Summer,What the fuck?
1562,3,1,The Rickshank Rickdemption,Rick,"Or let her go, which I will reward with a quicker death."
1563,3,1,The Rickshank Rickdemption,Riq IV,Because you love her!
1564,3,1,The Rickshank Rickdemption,Rick,"Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl."
1565,3,1,The Rickshank Rickdemption,Summer,I hate you!
1566,3,1,The Rickshank Rickdemption,Rick,"Not an issue, sweetie."
1567,3,1,The Rickshank Rickdemption,Morty,"That's enough! Drop the gun, Rick!"
1568,3,1,The Rickshank Rickdemption,Rick,"Morty, I know you're too stupid to get this, but you're really fuckin' this up right now."
1569,3,1,The Rickshank Rickdemption,Morty,I'm not letting you let my sister die! Drop the gun!
1570,3,1,The Rickshank Rickdemption,Rick,"I wasn't gonna let her die, you fuckin' moron!"
1571,3,1,The Rickshank Rickdemption,Riq IV,Ha!
1572,3,1,The Rickshank Rickdemption,Summer,Aww.
1573,3,1,The Rickshank Rickdemption,Rick,The point is he thought I was going to.
1574,3,1,The Rickshank Rickdemption,Riq IV,"I totally did, by the way. You're a fucking moron, Morty."
1575,3,1,The Rickshank Rickdemption,Summer,"Morty, you fucking idiot!"
1576,3,1,The Rickshank Rickdemption,Rick,"You're a serious fuckin' idiot, Morty! You basically killed us all! You're the worst! You're as dumb as a bag of sand."
1577,3,1,The Rickshank Rickdemption,Morty,"Who's stupid now, bitch?!"
1578,3,1,The Rickshank Rickdemption,Summer,"Morty, we just got him back!"
1579,3,1,The Rickshank Rickdemption,Riq IV,"That was amazing, Morty. Oh, my God. Wow. Okay, let's wrap this-"
1580,3,1,The Rickshank Rickdemption,Rick,"Good job, Morty. Let's go, kids."
1581,3,1,The Rickshank Rickdemption,Summer,What?! What happened?
1582,3,1,The Rickshank Rickdemption,Rick,Oldest Rick trick in the book.
1583,3,1,The Rickshank Rickdemption,Summer,"""Fake gun, shoot me in standoff."" Brilliant."
1584,3,1,The Rickshank Rickdemption,Morty,"Ha, yeah. G-Good thing I saw that note."
1585,3,1,The Rickshank Rickdemption,Summer,Can't we just portal home?
1586,3,1,The Rickshank Rickdemption,Rick,Not until I finish what I started. And that is how you get level-nine access without a password.
1588,3,1,The Rickshank Rickdemption,Rick,"Employee of the month, ladies and gentlemen."
1589,3,1,The Rickshank Rickdemption,Morty,"So, what are you doing with level-nine access anyways?"
1590,3,1,The Rickshank Rickdemption,Rick,Destroying the  galactic government.
1592,3,1,The Rickshank Rickdemption,Summer,Are you going to set all their nukes to target each other?
1593,3,1,The Rickshank Rickdemption,Morty,"Ooh, or -- or reprogram their military portals to disintegrate their entire space fleet?"
1594,3,1,The Rickshank Rickdemption,Rick,"Good pitches, kids. I'm almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero."
1609,3,1,The Rickshank Rickdemption,Mr. Goldenfold,No longer will the insects have domain over surface world!
1610,3,1,The Rickshank Rickdemption,Beth,"Jerry, what the hell is happening?!"
1611,3,1,The Rickshank Rickdemption,Jerry,The galactic government collapsed.
1612,3,1,The Rickshank Rickdemption,Beth,Are you okay?
1613,3,1,The Rickshank Rickdemption,Jerry,"Look, I-I'm not proud to share this, but the truth is, I just kept crawling, and it kept working.  Oh, I'm glad you're okay. Are we ever going to stop paying for indulging your father? Our children, our planet, our jobs? Is there anything left to lose?"
1614,3,1,The Rickshank Rickdemption,Beth,"Just each other, and I'll never let you go. And I'm so sorry I ever did this to us."
1615,3,1,The Rickshank Rickdemption,Rick,Guess who dismantled the government?
1616,3,1,The Rickshank Rickdemption,Beth,Please don't leave me again.
1617,3,1,The Rickshank Rickdemption,Rick,"I never will, baby."
1618,3,1,The Rickshank Rickdemption,Summer,I was right. He turned himself in on purpose. It was all part of his plan!
1619,3,1,The Rickshank Rickdemption,Rick,"Jerry, is there any light beer left? It's insane what you miss in prison."
1620,3,1,The Rickshank Rickdemption,Jerry,"Um..okay. No. No, no, no. Foot down time."
1621,3,1,The Rickshank Rickdemption,Rick,"No, you're right. Where's the vodka?"
1622,3,1,The Rickshank Rickdemption,Jerry,"Beth, it's him or me!"
1623,3,1,The Rickshank Rickdemption,Rick,"Seems like you guys need some privacy. I'll, uh -- I'll be in the garage."
1624,3,1,The Rickshank Rickdemption,Rick,"What the fuck? Not cool, Jerry! A man's garage is his castle."
1625,3,1,The Rickshank Rickdemption,Beth,Jerry's going to spend some time divorced.
1626,3,1,The Rickshank Rickdemption,Rick,"Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that."
1627,3,1,The Rickshank Rickdemption,Beth,"Oh, God, Dad, that is not your burden to bear. I feel terrible that I misjudged you. This is gonna be good for Jerry."
1628,3,1,The Rickshank Rickdemption,Rick,For everybody.
1629,3,1,The Rickshank Rickdemption,Beth,For everybody.
1630,3,1,The Rickshank Rickdemption,Beth,I better tend to Jerry before he changes his mind and doesn't move out. I will leave you two to your adventures.
1631,3,1,The Rickshank Rickdemption,Summer,"Oh, my God. Nancy says they're drawing and quartering aliens in the school courtyard, and it technically counts as patriotism."
1632,3,1,The Rickshank Rickdemption,Morty,"Geez! Are my parents seriously gonna get divorced? All right, Rick, I'm gonna go to my --"
1633,3,1,The Rickshank Rickdemption,Rick,"Not so fast, Morty. You heard your mom. We've got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty? Because he crossed me."
1634,3,1,The Rickshank Rickdemption,Morty,"Okay, take it easy, Rick. T-T-That's dark."
1635,3,1,The Rickshank Rickdemption,Rick,"Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Morty."
1636,3,1,The Rickshank Rickdemption,Morty,"Oh, geez."
1637,3,1,The Rickshank Rickdemption,Rick,"He threatened to turn me in to the government, so I made him and the government go away."
1638,3,1,The Rickshank Rickdemption,Morty,"Oh, fuck."
1639,3,1,The Rickshank Rickdemption,Rick,I've replaced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home -
1640,3,1,The Rickshank Rickdemption,Morty,"Oh, man."
1641,3,1,The Rickshank Rickdemption,Rick,"- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Morty, and if you tell your mom -"
1642,3,1,The Rickshank Rickdemption,Morty,"Oh, man."
1643,3,1,The Rickshank Rickdemption,Rick,"- or sister I said any of this, I'll deny it -"
1644,3,1,The Rickshank Rickdemption,Morty,You're gonna deny it.
1645,3,1,The Rickshank Rickdemption,Rick,"- and they'll take my side because I'm a hero, Morty. And now you're gonna have to go -"
1646,3,1,The Rickshank Rickdemption,Morty,Oh.
1647,3,1,The Rickshank Rickdemption,Rick,"- and do whatever I say, Morty, forever! And I'll -- I'll go out and I'll find some more of that ""Mulan"" Szechuan teriyaki dipping sauce, Morty. -"
1648,3,1,The Rickshank Rickdemption,Morty,What are you talking about?
1649,3,1,The Rickshank Rickdemption,Rick,"- Because that's -- that's what this is all about, Morty."
1650,3,1,The Rickshank Rickdemption,Morty,Szechuan?
1651,3,1,The Rickshank Rickdemption,Rick,"That's my one-armed man! I'm not driven by avenging my dead family, Morty! That was fake. I-I-I'm driven by finding that McNugget sauce."
1652,3,1,The Rickshank Rickdemption,Morty,McNuggets?
1653,3,1,The Rickshank Rickdemption,Rick,"I want that ""Mulan"" McNugget sauce, Morty! That's my series arc, Morty."
1654,3,1,The Rickshank Rickdemption,Morty,What the hell?
1655,3,1,The Rickshank Rickdemption,Rick,"If it takes nine seasons, I want my McNugget dipping sauce, Szechuan sauce, Morty."
1656,3,1,The Rickshank Rickdemption,Morty,"What are you talking about, Rick?"
1657,3,1,The Rickshank Rickdemption,Rick,"That's what's gonna take us all the way to the end, Morty."
1658,3,1,The Rickshank Rickdemption,Morty,What are you talking about?!
1659,3,1,The Rickshank Rickdemption,Rick,"Season -- Nine more seasons, Morty. Nine more seasons until I get that dipping Szechuan sauce."
1660,3,1,The Rickshank Rickdemption,Morty,What is that?!
1661,3,1,The Rickshank Rickdemption,Rick,"For 97 more years, Morty!"
1662,3,1,The Rickshank Rickdemption,Morty,What are you talking about?!
1663,3,1,The Rickshank Rickdemption,Rick,"I want that McNugget sauce, Morty!"
1668,3,1,The Rickshank Rickdemption,Birdperson,I am Phoenixperson.
1673,3,3,Pickle Rick,Pickle Rick,Morty.
1674,3,3,Pickle Rick,Morty,Rick?
1675,3,3,Pickle Rick,Pickle Rick,Morty!
1676,3,3,Pickle Rick,Morty,Rick?
1677,3,3,Pickle Rick,Pickle Rick,"Hey, Mooorty!"
1678,3,3,Pickle Rick,Morty,"Rick? Are you far away, or are you inside something?"
1679,3,3,Pickle Rick,Pickle Rick,"Morty, the garage, Morty. Come to the garage!"
1680,3,3,Pickle Rick,Pickle Rick,Morty?
1681,3,3,Pickle Rick,Morty,Rick? W-where are you?
1682,3,3,Pickle Rick,Pickle Rick,"On my work bench, Morty."
1683,3,3,Pickle Rick,Morty,"Are you invisible and you're gonna, like, fart on me?"
1684,3,3,Pickle Rick,Pickle Rick,Flip the pickle over.
1685,3,3,Pickle Rick,Morty,"What, I'm gonna touch it, and you're gonna tell me it's an alien dick or something."
1686,3,3,Pickle Rick,Pickle Rick,"Come on, flip the pickle, Morty. You're not gonna regret it. The payoff is huge."
1688,3,3,Pickle Rick,Morty,And?
1689,3,3,Pickle Rick,Pickle Rick,"""And""? What more do you want tacked on to this? I turned myself into a pickle, and 9/11 was an inside job?"
1690,3,3,Pickle Rick,Morty,Was it?
1691,3,3,Pickle Rick,Pickle Rick,"Who cares, Morty? Global acts of terrorism happen every day. Uh, here's something that's never happened before"
1692,3,3,Pickle Rick,Morty,"Are you going to, I mean, you know, is this the first part of some magic trick?"
1693,3,3,Pickle Rick,Pickle Rick,"I don't do magic, Morty, I do science. One takes brains, the other takes dark eye liner."
1694,3,3,Pickle Rick,Morty,"Well, can you move? Can you fly?"
1695,3,3,Pickle Rick,Pickle Rick,I wouldn't be much of a pickle if I could.
1696,3,3,Pickle Rick,Morty,"All right, well, do pickles live forever or --"
