customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,partner,dependents,phone_service,multiple_lines,churn
345,37,Female,8,40.08565247107231,1950.9706591619633,Two year,Bank transfer,DSL,No internet service,No,No internet service,No internet service,No internet service,No,No,No,No,No,No,0
346,48,Male,3,66.09868221999697,1839.6399189551692,Month-to-month,Bank transfer,No,No internet service,Yes,No internet service,Yes,Yes,Yes,No,No,No,Yes,Yes,0
347,23,Male,6,50.80840290501655,2330.8513046155776,One year,Credit card,No,No internet service,No internet service,Yes,No,Yes,No internet service,Yes,No,No,Yes,No phone service,0
348,23,Male,1,39.82990178649331,3451.001438131336,One year,Bank transfer,No,Yes,No,No internet service,Yes,No internet service,No internet service,No,No,Yes,Yes,Yes,0
349,34,Male,3,60.65965899151259,2879.4170411374034,Two year,Bank transfer,No,No internet service,No,No,No,No internet service,No,Yes,Yes,No,Yes,No,0
350,41,Male,8,58.830344230883604,922.6239230152419,One year,Bank transfer,DSL,No internet service,Yes,No,Yes,No internet service,No,No,No,Yes,No,No,0
351,49,Male,3,113.53432972691044,3376.496450019538,One year,Electronic check,DSL,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,Yes,Yes,No phone service,1
352,67,Male,2,73.65919650721392,2313.1321400131555,One year,Electronic check,DSL,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,0
353,57,Female,3,37.44764998491526,2687.0657958589163,Month-to-month,Bank transfer,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,No,Yes,Yes,No,No,1
354,42,Female,8,53.704519916581155,3466.540859278603,Month-to-month,Electronic check,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Yes,Yes,Yes,Yes,Yes,1
355,44,Male,2,85.42766590858797,888.4197504864487,Two year,Mailed check,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Yes,Yes,No,No,No,0
356,29,Female,0,106.7688554573985,1964.174421293537,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Yes,No,Yes,Yes,No phone service,1
357,44,Female,6,33.28033375524083,1468.5454486407848,Two year,Mailed check,DSL,No internet service,No,No,No internet service,Yes,Yes,Yes,No,Yes,No,Yes,0
358,40,Female,8,27.4015122972191,432.14057463454424,Month-to-month,Credit card,No,No,Yes,No,No internet service,Yes,No,Yes,No,Yes,Yes,Yes,1
359,49,Female,0,102.41930350743564,2346.70997760492,Two year,Mailed check,No,No internet service,No,No internet service,Yes,No,No,No,Yes,No,No,No phone service,0
360,32,Male,1,72.79228354741808,4511.556551584424,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,No internet service,No,No,No,Yes,No,No,0
361,52,Female,0,47.63414536247267,159.9222554942471,Month-to-month,Bank transfer,No,No,No,No,Yes,No internet service,Yes,Yes,No,No,No,No,1
362,67,Female,2,75.69258172244871,1967.7193889505297,Two year,Credit card,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,No,No,Yes,Yes,Yes,0
363,43,Female,2,12.285045219662443,2640.5429350747736,One year,Credit card,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Yes,Yes,Yes,No,No phone service,0
364,51,Male,6,65.06751013194322,2123.078201656181,One year,Mailed check,No,No internet service,Yes,No,No internet service,No,No,Yes,No,No,Yes,Yes,0
365,55,Male,5,71.55642345686171,1886.8719474842596,Month-to-month,Mailed check,Fiber optic,No internet service,No,No internet service,No,Yes,No,No,No,No,No,Yes,1
366,38,Male,4,83.4854027907566,700.7836365541757,Two year,Mailed check,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Yes,Yes,No,No,No,1
367,48,Male,2,44.72208095414925,2232.7867429401635,One year,Bank transfer,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Yes,Yes,Yes,No,No,1
368,45,Male,9,66.71374322806719,1243.2360229840738,Two year,Bank transfer,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Yes,Yes,No,Yes,No,0
369,46,Male,3,46.49150747880825,-189.9217049785534,One year,Mailed check,No,Yes,No,No,No internet service,Yes,No,No,Yes,No,Yes,No,0
370,33,Male,19,70.10767511348634,3194.592220513731,Two year,Bank transfer,DSL,No internet service,No internet service,No internet service,No,No internet service,No,No,Yes,No,No,No,0
371,45,Female,5,47.09307355273952,2958.3858198420426,Month-to-month,Bank transfer,DSL,Yes,No internet service,Yes,No internet service,No,No,Yes,Yes,No,No,No phone service,1
372,52,Female,0,56.837983216795585,2051.66097685108,Two year,Credit card,Fiber optic,No,No,No internet service,Yes,No,Yes,Yes,No,No,No,Yes,0
373,66,Female,5,45.08369210419542,2229.0746882057024,One year,Credit card,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Yes,No,Yes,No,No phone service,0
374,59,Male,1,78.02272483647315,3074.318012715561,Month-to-month,Mailed check,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Yes,Yes,No,No,Yes,1
375,77,Male,5,82.16902233313331,2224.339656778083,Two year,Bank transfer,DSL,No,Yes,Yes,No internet service,No internet service,No,Yes,No,Yes,No,No,0
376,33,Male,0,60.30758860085172,,One year,Credit card,Fiber optic,Yes,Yes,Yes,No internet service,No,No,No,Yes,No,No,No phone service,0
377,58,Male,0,65.76475989920057,1702.5177991261498,Month-to-month,Electronic check,No,Yes,No internet service,No internet service,No,Yes,No internet service,No,No,No,No,Yes,1
378,47,Male,9,36.02817170732912,3311.9837385739465,Two year,Bank transfer,No,No,No,No internet service,No internet service,No internet service,No,No,Yes,Yes,Yes,No,0
379,77,Female,1,59.00646703986426,2320.785725932684,One year,Electronic check,No,No,No internet service,No internet service,No,No internet service,Yes,No,Yes,Yes,No,No,1
380,32,Female,9,63.995907659165105,2194.051943605874,Two year,Mailed check,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Yes,No,Yes,Yes,No phone service,0
381,32,Male,1,117.4158618205995,729.938911287968,Two year,Bank transfer,Fiber optic,No,No,No,No internet service,Yes,Yes,Yes,No,Yes,No,No phone service,0
382,36,Male,5,42.76065948451673,2286.9558543017088,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,No,No,No,Yes,No phone service,1
383,13,Male,5,94.28354477504875,1168.0450825055489,Month-to-month,Mailed check,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,No,No,Yes,Yes,No,1
384,37,Male,3,84.93717546931616,1361.717273471506,One year,Mailed check,DSL,No internet service,No,No,No internet service,Yes,No internet service,Yes,No,No,No,Yes,0
385,33,Female,1,70.61272808980273,1184.624371683879,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,Yes,Yes,1
386,47,Male,1,100.17240968390267,933.7650681007749,One year,Mailed check,DSL,No,No,No internet service,No internet service,Yes,Yes,Yes,No,No,Yes,No phone service,0
387,50,Male,0,72.44210945213726,4124.771403016961,Two year,Bank transfer,DSL,Yes,No,Yes,No internet service,No,No,Yes,No,Yes,No,Yes,0
388,73,Male,1,72.78318391335857,3331.339061988403,Two year,Electronic check,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,Yes,Yes,No,No,0
389,59,Male,5,63.937586939649094,3920.3675021442614,One year,Bank transfer,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,No,No,Yes,No,Yes,0
390,36,Female,13,89.47137764837255,777.104980444436,Two year,Bank transfer,DSL,Yes,No,Yes,No,No,No,No,No,No,Yes,No,0
391,31,Male,10,86.92938467621767,2071.2537499108926,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,No,No phone service,1
392,52,Male,7,52.48645425007575,706.4923747959042,Two year,Credit card,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,No,Yes,Yes,Yes,Yes,0
393,25,Female,7,38.61505610802465,1304.305122802936,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,No,Yes,No,No,No,1
394,72,Female,5,60.94038725208686,1081.8730165834252,One year,Bank transfer,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Yes,Yes,Yes,No,No phone service,1
395,62,Female,1,48.99922871204707,3239.5840064415615,One year,Electronic check,No,No internet service,No,No,No,Yes,No internet service,No,No,No,Yes,No phone service,0
396,37,Male,11,63.7295085076929,1603.7703218982401,Two year,Bank transfer,No,No,Yes,No,No,Yes,No internet service,Yes,No,Yes,Yes,No phone service,0
397,19,Male,5,89.74876269368278,3068.379333694016,Two year,Mailed check,DSL,No,Yes,Yes,No internet service,No,Yes,Yes,Yes,Yes,Yes,No phone service,1
398,65,Female,4,55.853966898264204,2604.120889588518,Month-to-month,Credit card,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,No,Yes,1
399,43,Female,0,64.14353237376851,4303.638752104789,Month-to-month,Credit card,No,No,No internet service,No internet service,Yes,Yes,Yes,No,No,Yes,No,No,1
400,63,Female,2,66.1604546961679,520.555776860276,Two year,Bank transfer,Fiber optic,No,No,No internet service,No,No,No,No,No,Yes,No,Yes,0
401,21,Female,3,81.96861764410569,3259.233239786799,Two year,Bank transfer,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,No,No,No,Yes,No,1
402,36,Female,9,20.062213320307897,3146.4408704007274,One year,Electronic check,No,Yes,No,Yes,No internet service,No internet service,Yes,No,No,Yes,Yes,No phone service,0
403,45,Female,3,52.86599410469407,1026.6211619729654,One year,Electronic check,DSL,Yes,No internet service,Yes,No internet service,Yes,No,No,Yes,Yes,Yes,Yes,0
404,45,Male,2,69.22567384558945,3007.1333364731595,One year,Mailed check,DSL,No internet service,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No phone service,0
405,38,Male,18,89.00157912853723,2336.1449630262287,Two year,Bank transfer,No,No internet service,Yes,No,No internet service,No,No internet service,No,Yes,Yes,No,No,0
406,54,Male,0,55.161951049875896,1772.5237400465921,Two year,Bank transfer,DSL,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No phone service,0
407,28,Female,2,27.46894587916252,1176.0645130280004,Two year,Bank transfer,No,Yes,Yes,Yes,No internet service,No,No internet service,Yes,Yes,Yes,Yes,Yes,0
408,42,Female,0,77.39422891932273,1280.890548550814,One year,Credit card,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,No,No,Yes,No,Yes,0
409,46,Female,6,52.29275222348741,4049.812095785926,Two year,Mailed check,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,No,0
410,52,Female,12,41.20666681819277,2000.6828189574826,Month-to-month,Electronic check,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No,No,Yes,No,0
411,55,Female,1,52.51309220573552,2782.130001531459,Two year,Credit card,DSL,No internet service,No internet service,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Yes,0
412,28,Female,9,61.30949284688301,1209.1006183324469,Two year,Credit card,DSL,Yes,No,No internet service,Yes,Yes,No,Yes,No,No,Yes,Yes,0
413,21,Male,1,52.905106709235746,1220.1470537783612,Two year,Credit card,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,No,Yes,Yes,Yes,Yes,0
414,64,Male,12,20.888678858018615,3081.9848092499424,Two year,Credit card,Fiber optic,No,No,No,No internet service,No,No,No,Yes,No,Yes,Yes,0
415,49,Female,7,82.94132393774265,650.4237884484678,Two year,Mailed check,Fiber optic,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,1
416,33,Male,8,90.49750082557445,1584.7862320947283,Month-to-month,Bank transfer,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Yes,No,Yes,No,Yes,1
417,68,Female,0,78.03043982679011,2034.027411072232,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Yes,Yes,No,No,No,1
418,46,Male,16,42.24628659150367,2111.3726018400525,Two year,Electronic check,DSL,No,Yes,No,No internet service,No,No,No,Yes,Yes,No,Yes,0
419,62,Female,6,60.97016932104964,1820.9067149838438,One year,Credit card,Fiber optic,No,Yes,No,No internet service,No internet service,No,Yes,No,No,No,Yes,0
420,46,Female,1,64.86957369541084,2395.819781095923,Two year,Credit card,Fiber optic,No,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,Yes,No phone service,0
421,75,Male,8,76.97588779123821,2692.8557558178118,Two year,Mailed check,No,No internet service,No,Yes,No internet service,No internet service,Yes,No,No,Yes,Yes,No phone service,0
422,71,Male,1,78.36680977436161,2734.63754545933,Two year,Credit card,Fiber optic,No internet service,No,No internet service,No,No,No,Yes,No,Yes,Yes,Yes,0
423,41,Female,10,50.31652402443008,1014.1961913321733,One year,Electronic check,No,Yes,No internet service,No,Yes,No internet service,No internet service,No,Yes,Yes,Yes,No,0
424,59,Female,0,66.63991112827121,1715.8449020712028,One year,Electronic check,DSL,No,No internet service,No internet service,No,No internet service,Yes,No,No,No,No,Yes,0
425,54,Male,6,74.14560809230483,3194.7628618769377,One year,Bank transfer,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Yes,Yes,Yes,Yes,No phone service,0
426,65,Male,3,94.11644644293533,2894.6471875738725,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,No internet service,Yes,Yes,No,No,Yes,Yes,1
427,30,Female,0,79.09013079649446,627.1405485189362,One year,Electronic check,DSL,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No phone service,0
428,55,Male,1,80.78113374751038,2351.4799003522016,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1
429,60,Female,0,66.67653255858721,21.774750625189654,Month-to-month,Mailed check,DSL,No internet service,No internet service,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1
430,18,Female,3,93.20918290407008,2046.9349020603697,One year,Mailed check,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,No,Yes,No,Yes,No,0
431,27,Female,1,73.19525591918995,3897.7670167459773,One year,Electronic check,DSL,No,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,No phone service,0
432,14,Female,4,47.77824179652859,1052.1072827310136,One year,Credit card,No,No,No internet service,No,Yes,No internet service,Yes,Yes,No,Yes,Yes,No phone service,0
433,40,Male,1,93.06739940250381,1165.676954508418,Month-to-month,Bank transfer,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Yes,No,No,Yes,No phone service,1
434,55,Male,1,78.95806545078055,2764.0297815728595,Two year,Electronic check,DSL,No,Yes,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,1
435,67,Male,6,56.13911957743035,457.1984847903541,One year,Credit card,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Yes,Yes,No,No,Yes,0
436,46,Male,0,55.41014065201513,1367.2449701149608,One year,Electronic check,No,No internet service,Yes,No internet service,Yes,No,Yes,Yes,No,Yes,Yes,No,0
437,69,Male,11,70.93151090281523,2596.4411375817526,One year,Bank transfer,DSL,No internet service,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,0
438,24,Male,9,74.2636959053517,1365.714152310597,Month-to-month,Bank transfer,No,Yes,No internet service,Yes,No internet service,No,Yes,No,No,No,Yes,No,0
439,19,Male,5,68.94584531262413,1764.0300127890284,Month-to-month,Mailed check,DSL,No internet service,No internet service,No,Yes,Yes,No,No,Yes,No,No,No,1
440,44,Female,4,71.2261734688577,2744.1857103150346,Two year,Mailed check,No,No,Yes,No internet service,Yes,No,No,Yes,Yes,No,No,No phone service,0
441,50,Male,11,98.99914749152761,2421.546083536561,One year,Mailed check,DSL,No,Yes,Yes,Yes,No internet service,No,No,Yes,Yes,Yes,No,0
442,44,Male,1,86.43086304469772,2266.8183962954017,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,No,Yes,Yes,No,Yes,1
443,13,Female,0,68.81271182530048,1660.8777207299613,Two year,Bank transfer,DSL,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,0
444,43,Male,1,83.82621161534966,2370.0611152689553,One year,Credit card,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,No,0
445,25,Male,7,44.34952192944921,1876.2673199002434,Month-to-month,Credit card,DSL,No,Yes,No internet service,No,Yes,Yes,Yes,No,No,No,Yes,1
446,55,Female,0,72.95854099893617,2457.8056099257847,One year,Credit card,DSL,Yes,No,No,No,No internet service,Yes,No,Yes,Yes,Yes,No phone service,0
447,50,Male,4,101.1861269946622,1503.0679748820216,One year,Electronic check,No,No internet service,No internet service,No,Yes,No,No internet service,Yes,Yes,Yes,Yes,Yes,1
448,30,Male,26,60.63908209215252,1817.431025620459,Month-to-month,Mailed check,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Yes,No,No,No,Yes,0
449,37,Male,9,48.0473214276183,1010.0422074479861,Month-to-month,Mailed check,No,No,No,No internet service,Yes,No internet service,No,Yes,No,No,No,Yes,1
450,29,Female,3,51.95822222813879,1964.9923899937642,Month-to-month,Bank transfer,DSL,No,No internet service,Yes,No internet service,No,No,Yes,No,Yes,No,No,1
451,44,Male,0,43.207339253152234,1188.9991363711551,One year,Bank transfer,DSL,No,No internet service,Yes,No,No internet service,No internet service,No,Yes,No,No,No,0
452,59,Male,8,49.30476183744593,885.9535498380067,One year,Electronic check,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Yes,No,No,Yes,Yes,0
453,30,Female,4,57.58983802819942,2258.661147855388,Two year,Electronic check,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,No,No,Yes,Yes,Yes,0
454,52,Male,0,36.88865961642716,2212.7397758576603,One year,Credit card,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,No,Yes,Yes,Yes,No phone service,0
455,37,Female,0,65.31236667899206,2782.8737349485727,Month-to-month,Bank transfer,DSL,No internet service,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,0
456,33,Female,12,83.04554347573294,1568.874430424901,One year,Mailed check,No,No,No internet service,No,Yes,No,No,Yes,No,Yes,Yes,No,0
457,43,Male,5,46.8448763970616,2408.0528468367556,Two year,Credit card,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Yes,Yes,Yes,No,0
458,29,Female,8,95.38567847283538,2550.7975722736633,Two year,Mailed check,No,Yes,Yes,No,No internet service,No,No,No,No,No,Yes,No,1
459,36,Female,10,75.21584177055189,2444.7738078315947,Month-to-month,Credit card,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,0
460,27,Male,4,85.61161171248115,1174.3463171978578,Month-to-month,Mailed check,No,No internet service,No,No internet service,No,No internet service,No internet service,No,No,Yes,No,Yes,1
461,74,Female,3,51.84330892295726,2149.363482271189,Two year,Electronic check,DSL,No,No internet service,Yes,No,Yes,Yes,No,No,Yes,Yes,No phone service,0
462,45,Female,2,82.09050454133231,2364.140296054661,Two year,Credit card,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,No,Yes,Yes,Yes,No,0
463,34,Male,1,43.16132199209374,2007.178466907942,Two year,Mailed check,No,Yes,No internet service,Yes,No,No,No internet service,No,Yes,Yes,Yes,No,0
464,48,Male,2,82.80495001673017,-86.47765837108454,Month-to-month,Mailed check,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,No,Yes,Yes,Yes,Yes,1
465,43,Male,7,68.43678679587063,2160.48962397348,Two year,Bank transfer,No,,Yes,Yes,No internet service,No internet service,No,Yes,No,No,Yes,No phone service,0
466,41,Female,4,76.06502439969567,4212.531039397242,Two year,Credit card,DSL,No internet service,No,No internet service,Yes,No internet service,No,No,No,Yes,No,Yes,0
467,54,Male,11,41.48810788750296,1639.9607312430173,Month-to-month,Mailed check,DSL,Yes,No,No internet service,Yes,Yes,No,No,No,No,No,No,0
468,56,Female,2,47.09860315446791,1271.9229021446788,One year,Bank transfer,DSL,No,Yes,No,No internet service,No internet service,No,No,Yes,No,No,No,0
469,37,Female,4,76.94456436506769,2373.348559711398,One year,Mailed check,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,No phone service,0
470,36,Female,4,46.033039915515985,2312.3782104665715,Two year,Credit card,No,No internet service,No internet service,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,0
471,40,Female,4,74.26412584198246,3192.7351654164145,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0
472,10,Female,6,37.657243870795085,742.1318440911123,One year,Credit card,DSL,Yes,No,No,No,No,No,No,Yes,No,Yes,No,0
473,22,Female,1,81.96348425333336,2731.3802525749925,One year,Credit card,No,No,No,No internet service,Yes,Yes,No,Yes,Yes,No,No,No phone service,1
474,65,Female,3,40.34953370462982,2590.4220612514637,One year,Mailed check,Fiber optic,No internet service,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,0
475,69,Male,0,76.04599875359047,1857.8534630594538,Two year,Mailed check,DSL,Yes,No internet service,No,No,No internet service,No internet service,No,No,No,Yes,No,0
476,41,Male,2,77.51261867292001,2338.68731792169,One year,Credit card,Fiber optic,No,No,No internet service,No,No,Yes,No,Yes,Yes,Yes,Yes,0
477,53,Female,3,51.064563631408504,3029.457481598357,One year,Bank transfer,DSL,Yes,No internet service,No,No,No internet service,Yes,No,No,Yes,No,No phone service,0
478,49,Female,5,76.64053134169454,2872.3153800284504,Month-to-month,Bank transfer,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,No,Yes,No,No,No phone service,0
479,91,Male,15,70.20884526667112,856.9806879262715,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,No,No,Yes,No,No phone service,0
480,61,Female,4,54.22316287614524,2820.1581867554846,Month-to-month,Mailed check,DSL,No internet service,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,1
481,43,Male,6,44.82890631847584,1935.3113949674814,Month-to-month,Mailed check,No,Yes,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,No,No,No phone service,0
482,30,Male,3,25.74748616654842,2072.8740980155153,Two year,Credit card,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Yes,No,No,No,No,0
483,20,Male,5,71.99300094599387,2073.1969910016946,One year,Electronic check,DSL,No,Yes,No,Yes,No internet service,Yes,No,No,Yes,No,No phone service,0
484,48,Female,0,33.7039445727589,,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,No,Yes,No,Yes,No,1
485,33,Female,1,66.90688398882617,3191.707497107065,Two year,Credit card,Fiber optic,No,No,No,Yes,No,No,No,No,Yes,Yes,No phone service,0
486,23,Male,2,59.73103567835502,1916.282040150788,One year,Credit card,No,No internet service,Yes,No internet service,No,No,No,Yes,Yes,No,No,No phone service,0
487,35,Male,3,78.58285550876391,880.4538716168313,Two year,Electronic check,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,No,No,No,Yes,Yes,0
488,28,Male,0,58.959090010202715,1606.470144030271,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No phone service,1
489,70,Male,0,58.411044273058174,2178.6947168104757,One year,Credit card,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Yes,Yes,No,Yes,No phone service,0
490,58,Male,1,79.63741408576591,3229.2147842970508,One year,Credit card,DSL,Yes,No internet service,No,Yes,No,Yes,No,Yes,Yes,No,Yes,0
491,44,Female,17,71.70116058168234,,Two year,Credit card,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,0
492,67,Male,2,71.32311914365556,,One year,Bank transfer,Fiber optic,No internet service,No,Yes,No,No internet service,No,No,Yes,Yes,No,No phone service,0
493,46,Female,3,74.38535179617053,4485.189916678892,Month-to-month,Bank transfer,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Yes,No,Yes,Yes,No phone service,1
494,32,Male,1,34.28855753585788,2264.7753109779796,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,No internet service,No,No,No,No,Yes,No,1
495,67,Female,4,80.13577359973964,3275.390737999015,Month-to-month,Mailed check,No,No internet service,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No,Yes,1
496,53,Female,1,77.24937588027204,1848.285566422771,Two year,Bank transfer,Fiber optic,No internet service,No,No,Yes,No internet service,No,Yes,No,No,No,No phone service,0
497,29,Female,1,44.66633742847006,2533.3592447054493,One year,Mailed check,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Yes,No,No,No,Yes,0
498,42,Female,3,60.118390526515974,2839.4685045184046,One year,Mailed check,No,No internet service,No,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,0
499,31,Female,0,64.21385424744737,3218.194711754256,One year,Bank transfer,DSL,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Yes,Yes,No,0
500,24,Female,0,62.31006431196535,3057.368305378225,Month-to-month,Credit card,DSL,Yes,No internet service,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,0
501,58,Male,1,71.67719933137069,2872.197000072978,One year,Electronic check,No,Yes,Yes,No internet service,Yes,No,No internet service,Yes,No,Yes,Yes,No,0
502,73,Female,0,93.62733563662367,1684.9132688058914,Month-to-month,Mailed check,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,No,Yes,Yes,No,No,1
503,24,Male,0,86.63533455345657,1428.2539580439386,One year,Credit card,Fiber optic,Yes,No,No internet service,No,No internet service,No,No,Yes,Yes,No,No phone service,1
504,53,Female,2,38.75561613137187,2332.6075103241974,Month-to-month,Bank transfer,No,No,Yes,No,No,No,No internet service,Yes,No,Yes,Yes,Yes,1
505,35,Female,8,77.44139980612097,,One year,Mailed check,DSL,No,No,No,No,Yes,No,Yes,Yes,No,No,No phone service,0
506,37,Male,4,91.5786663907082,1777.2792992233929,Two year,Mailed check,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Yes,Yes,No,No,Yes,0
507,36,Female,3,72.73617041378405,3065.1719657143867,Two year,Mailed check,Fiber optic,No,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,No,No phone service,0
508,32,Male,1,86.81960850371934,3452.6167454861793,Month-to-month,Credit card,DSL,No,No internet service,Yes,No,Yes,No,No,Yes,Yes,No,No,1
509,45,Male,13,105.2454089140153,1083.6790809265804,Month-to-month,Credit card,Fiber optic,No internet service,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,1
510,32,Male,2,85.47419092213963,1163.07929620372,One year,Credit card,No,Yes,No,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,1
511,49,Male,0,69.98617191283458,1859.6249410946637,One year,Mailed check,DSL,No,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Yes,0
512,44,Female,4,85.90176948169507,2307.6126681891965,Two year,Mailed check,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,No,Yes,1
513,41,Female,0,67.89775666193782,1475.4329862329491,One year,Electronic check,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,No,No,No,Yes,No,0
514,31,Male,2,65.4780608656991,3352.2026788671446,Month-to-month,Electronic check,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Yes,No,Yes,No,No,1
515,36,Female,3,57.97171528572535,2424.0668615184513,Month-to-month,Credit card,DSL,Yes,No,No,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,1
516,56,Female,10,96.26826717664215,2039.4470482407396,Month-to-month,Credit card,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,No,No,Yes,Yes,No phone service,1
517,52,Male,3,48.63142668115997,564.0904761314725,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,No,No,1
