Transaction_ID,Date,Time,Merchant_ID,Customer_ID,Device_ID,Transaction_Type,Payment_Gateway,Transaction_City,Transaction_State,IP_Address,Transaction_Status,Device_OS,Transaction_Frequency,Merchant_Category,Transaction_Channel,Transaction_Amount_Deviation,Days_Since_Last_Transaction,amount,fraud
T00012027,01/03/24,12:03:57 PM,ef3e6b2e-c2e5-4f44-9433-5600128faef7,cd197c4c-8e8c-4625-ac6c-8399c200bbf1,02cf97ca-e286-47a2-88c9-c90e89670b1b,Subscription,UPI Pay,Tirupati,Punjab,1.195.96.95,Pending,iOS,2,Financial services and Taxes,In-store,-17.95,18,17.96,0
T00043860,30/04/23,11:55:10 AM,7aabe262-6679-4f5a-b330-2dc350df4d62,3ab7ddeb-495f-4bd4-87a9-5d995bc61726,e13037ee-94a8-4873-8ad2-ae7005ce4b21,Investment,Alpha Bank,Gandhinagar,Madhya Pradesh,177.122.231.94,Failed,Windows,2,Utilities,In-store,-68.16,18,15.78,0
T00046472,11/05/23,6:54:05 AM,b0d7a560-ef62-4493-9eab-329f6d8daac1,a37397a1-6ff9-4521-a93c-3de55cb65847,0e956a13-ec12-4c15-abe9-db81dfbb5732,Purchase,Dummy Bank,Siliguri,Tripura,91.121.236.64,Pending,iOS,20,Financial services and Taxes,In-store,70.07,6,1.13,0
T00041423,15/04/23,4:19:52 AM,368a291a-d542-412e-8fde-9cce7ea9c5d3,98131f77-7d27-4e91-9e16-53c99852d510,edf99b8b-0b69-42fd-850e-3f4d9a5b7802,Subscription,Alpha Bank,Erode,Mizoram,108.52.198.132,Failed,Android,2,Utilities,In-store,11.32,4,10.23,0
T00018863,01/11/23,6:17:25 AM,d86b09e6-f78b-4cd9-910f-53119f751092,7ad4a911-333c-4400-ad1d-77396c9a8e78,1304e563-2db6-4ff0-8b77-3fc63d660dd0,Refund,Other,Ghaziabad,Haryana,161.209.255.190,Failed,Windows,0,Travel bookings,In-store,17.34,19,3.47,0
T00011009,27/05/23,7:04:20 AM,2a9cb90e-e456-43d8-af58-cc0fad59f1d8,22e8ba00-e98f-48de-8908-dbafef11a3ae,c93d6167-6338-408a-bda4-277607cd163a,Subscription,UPI Pay,Shivpuri,Chhattisgarh,93.6.206.26,Completed,Windows,3,Donations and Devotion,Online,38.23,21,50.66,0
T00006324,08/08/23,7:46:34 AM,287c4f1e-e14d-43d8-b41d-80cde9278868,d99fbc1d-0e53-450b-88ab-e6c5236b4f4d,bb3bda51-4d94-4fbe-8310-121912479e33,Bill Payment,UPI Pay,Hyderabad,Himachal Pradesh,102.80.124.88,Pending,iOS,2,Other,Mobile,28.07,2,73.59,0
T00041098,27/01/24,2:11:39 AM,2af8ec62-3f94-450d-b32b-e30d0ae21b59,3fdda112-496f-4eda-906c-3787d08c8385,2cef2745-c76d-474b-bad4-0b396726577d,Other,Bank of Data,Tadepalligudem,Uttar Pradesh,109.206.32.108,Failed,Windows,1,Home delivery,In-store,30.33,9,21.09,0
T00014990,02/09/23,6:07:31 AM,2f1718d0-2f34-48a5-90b7-bb6dd9408564,e073392e-9e5c-4e84-b2d8-ccab50d456f8,52370932-b0cc-4277-8517-d336bd93d616,Bank Transfer,UPI Pay,Pondicherry,Rajasthan,72.91.87.169,Completed,MacOS,5,More Services,In-store,69.78,15,28.26,0
T00009732,19/07/23,3:42:18 AM,cc05c893-df30-443a-8938-0ffce48034bf,0ea07a82-0754-4be6-bd65-1a3182e9873c,1b731d15-9024-4d46-82f0-1dcde517db46,Subscription,CReditPAY,Agra,Chhattisgarh,212.176.198.122,Failed,Android,3,Investment,Online,84.73,9,37.8,0
T00029934,02/11/23,8:13:28 AM,10692ee9-00fc-4cea-b25c-f19e0760bbf5,5560108f-ea80-4395-b4ee-4a383c4bf2f8,8886d5f2-e1b1-4e35-a337-cf921ee48cf4,Bill Payment,SamplePay,Latur,Telangana,37.235.148.45,Pending,MacOS,4,Travel bookings,Mobile,35.07,21,46.16,0
T00046636,27/01/24,2:06:03 AM,82156dca-a59b-4943-8c1d-7d221b3e866f,333eea6e-7861-4313-b3c3-af71da01228e,90d92f23-19bf-41ab-a744-87ba724ed3aa,Other,Gamma Bank,Karawal Nagar,Madhya Pradesh,181.10.42.169,Pending,MacOS,4,Donations and Devotion,Online,55.68,24,57.34,0
T00015606,15/05/23,11:37:34 AM,76a8978e-921b-4f74-a356-d70b32e65af3,8f11d43b-9068-4645-9579-1f5c46f2ed15,ca7df464-96b0-4197-98a9-9c54470263f5,Refund,Dummy Bank,Gwalior,Karnataka,219.204.122.60,Pending,Windows,1,Donations and Devotion,Online,-6.89,9,12.03,0
T00003026,22/03/24,2:03:44 AM,a5e75ca0-f2b7-4614-b0be-38fe214a525a,5a25b897-6b2b-4d66-96b0-49729cec19bd,9b60c64d-05b0-4df6-96da-b79f1ee352ed,Bill Payment,UPI Pay,Ambattur,Tamil Nadu,137.254.69.190,Failed,MacOS,4,Utilities,Online,20.96,11,30.53,0
T00035462,21/03/24,12:04:55 PM,72889b24-abda-41ea-905c-0b51f457d930,d4c9ae67-b09e-4811-8a27-93b8b59b1bff,1ad055a1-01cf-42b3-a27a-c3e3dfc33d1f,Purchase,Bank of Data,Raichur,Kerala,172.251.96.211,Pending,iOS,5,Financial services and Taxes,Mobile,25.55,28,13.9,0
T00008615,20/02/24,7:15:18 AM,f02af928-c922-4c5e-a5b9-d9c790be8347,0301ce4d-b699-4db8-9629-99141d041840,586f663f-7437-4bb5-b316-73c67feaabfb,Investment,UPI Pay,Etawah,Jharkhand,72.244.202.52,Completed,Windows,0,Home delivery,Mobile,-96.48,28,40.94,0
T00027600,11/09/23,6:34:53 AM,5df727ae-6c68-400c-af38-1659c573d235,19d81c11-405f-4e8d-ac9d-c3e9c021445c,4a51df6f-ba8d-4407-aea5-722773903d29,Bank Transfer,CReditPAY,Akola,Telangana,70.161.56.47,Failed,iOS,3,Purchases,In-store,-33.31,29,9.63,0
T00019832,12/05/23,6:18:44 AM,93b8e909-2036-4a37-82f0-83259eced331,a25d4659-0d87-4ccf-8dd0-d8d8b8dac765,8ab7e5ce-1470-47e6-b9cf-60450d087e06,Bank Transfer,Sigma Bank,Madurai,Arunachal Pradesh,75.22.68.52,Pending,Windows,1,Travel bookings,Online,66.74,28,45.38,0
T00025853,12/07/23,1:54:37 AM,1ec64e37-cea9-467b-bc22-aad8f7adfd57,5998b476-a0f6-46ed-bc53-5782a469e26d,5f9c99f1-025a-48b6-8047-fab42f4f1d6b,Refund,Sigma Bank,Tiruvottiyur,Kerala,94.191.96.27,Failed,MacOS,2,Investment,In-store,-10.37,25,17.37,0
T00036218,13/11/23,8:46:58 AM,0b7111b7-279a-4b9e-96f2-342397d9cfc5,2261f9cc-6162-4e33-b4a0-7bad804a6de3,08e6c95e-1284-4e28-888c-9fd768c56eaa,Subscription,SamplePay,Dehradun,Chhattisgarh,6.244.230.4,Completed,MacOS,2,Investment,Online,70.07,22,44.41,0
T00003235,15/08/23,3:31:02 AM,1efafeb2-089c-4781-8a0c-57b4562da4d2,36fa184f-96b9-402c-b25b-8a53789e3be1,9209f2ea-0b90-4d12-af21-054682488592,Investment,UPI Pay,Madhyamgram,Punjab,176.187.185.248,Completed,MacOS,2,Financial services and Taxes,Online,-43.11,7,65.14,0
T00002506,05/03/24,4:08:17 AM,0be92836-a180-4252-8925-193abb1c616b,8bd55291-040d-4bff-a4bd-029e7f56fd65,5f1a16a0-6441-47f7-ac19-e6f5a2dc44c3,Subscription,UPI Pay,Firozabad,Maharashtra,37.106.49.13,Completed,Android,2,Financial services and Taxes,In-store,28.16,7,4.02,0
T00045650,13/11/23,3:17:45 AM,a39b1616-5988-4dd6-86d2-bb2bda402d39,4e2247ce-6858-4091-8067-871afca6572a,8397fa05-a4f6-4fb5-a1ae-a2839add1eb3,Refund,UPI Pay,Suryapet,Kerala,66.9.215.132,Pending,iOS,2,Utilities,Online,52.12,15,0.27,0
T00031564,24/04/23,5:23:45 AM,47e50466-ebed-431c-abf3-4592391432ac,a7777d25-d19b-4c20-ad9f-ed1ad64cdada,1b4d265b-8124-4b10-b98e-7e2303f72dfb,Subscription,Sigma Bank,Berhampore,Gujarat,218.159.12.197,Completed,Windows,4,Purchases,Online,22.34,22,3.95,0
T00032933,06/01/24,9:47:02 AM,c32eb9bd-e534-4d5f-83b0-3e65a7719635,aa642f4a-a714-498b-8ed3-a544f2e9a1c7,aa3bc76e-b9c8-4a03-8afc-f90ec5fbb3aa,Refund,CReditPAY,Mathura,Goa,4.151.93.64,Failed,Android,2,Brand Vouchers and OTT,Online,43.48,27,3.02,0
T00041933,29/06/23,5:56:40 AM,ce8ebd00-3eb4-4f49-b97a-84d04c742325,6359ecf5-7abd-4120-8a98-31f473898063,c1b765a2-0e95-4c35-be1a-038b65287dc5,Other,Dummy Bank,Fatehpur,Himachal Pradesh,23.10.194.195,Completed,iOS,2,Donations and Devotion,Online,37.33,8,29.83,0
T00019668,30/05/23,11:15:10 AM,d3de9771-189c-4801-abeb-2bd3402c15e7,02b4453a-384f-468b-8568-5583f08564e7,038d8231-0370-4b8e-9ce5-282ceb5443e9,Refund,SamplePay,Howrah,Manipur,90.11.120.216,Pending,Windows,2,Home delivery,In-store,-60.34,5,43.63,0
T00020904,03/06/23,12:07:35 PM,7f79a310-eda9-4d1b-acc4-7250f14e0a0b,86529ae0-3cef-44ef-9248-d9332405e63c,6c1f6f88-1053-4e2d-bbb2-e297d159532e,Refund,Bank of Data,Tinsukia,Assam,110.8.91.224,Pending,MacOS,3,Brand Vouchers and OTT,Mobile,-76.78,22,28.61,0
T00047896,08/02/24,6:04:51 AM,9ef4a67d-6024-4773-bcee-f34fafeb749d,1f9abb6d-a13e-4b47-8917-21aba4e9b644,de4c0ce0-f633-4502-a7bd-36bbd1cf687a,Subscription,Sigma Bank,Ichalkaranji,Meghalaya,14.166.125.188,Completed,Android,1,More Services,Mobile,4.7,13,21.05,0
T00015670,10/06/23,1:44:31 AM,f1a17389-8238-4ff9-ba4b-66fc51f55013,c0348ba3-8909-4e63-a95d-24c8fe054fc7,ec35d101-e6e1-43ff-88f7-a3d6d1984bb1,Purchase,UPI Pay,Kollam,Uttarakhand,96.198.91.222,Pending,iOS,0,Other,In-store,82.42,16,10.3,0
T00037654,07/06/23,9:14:39 AM,9241b041-77be-4151-8a06-c604929c376e,2b1806d2-eb0d-4f57-b1c4-527e9d55c691,5bd8daca-efb8-46a3-a11c-cc16dc5ff6c8,Subscription,Other,Jammu,Rajasthan,29.205.65.178,Pending,MacOS,0,Other,In-store,7.07,22,15.23,0
T00012095,24/01/24,8:02:49 AM,48d0c75c-ee5e-463c-8366-ca526958fbae,f39889a3-88d2-47b5-bac8-0d3e22b88186,281512e0-f6aa-4611-a8c5-352cfc65b9ac,Bank Transfer,Gamma Bank,Morbi,Manipur,79.167.16.118,Completed,Windows,1,More Services,In-store,88.61,6,1.16,0
T00025552,28/09/23,1:58:45 AM,f28eaaf8-d701-4ea2-be72-4e6d7a9e9cff,f0914a82-c753-40c6-884c-6b6948475355,c986fc78-720e-4893-8dc5-2183deb4a2fb,Purchase,Gamma Bank,Kirari Suleman Nagar,West Bengal,103.44.217.130,Pending,iOS,20,Other,Online,-3.89,21,23.98,0
T00035881,25/12/23,1:42:28 AM,25b1f3c7-8189-483e-83c0-912178502d1f,3a3aa8d0-3973-49b8-998c-e4e82c1a9595,6a66392a-8821-4db1-826c-500f7bd7fffe,Purchase,Sigma Bank,Nanded,Punjab,2.252.89.141,Pending,Android,2,Brand Vouchers and OTT,In-store,60.89,12,2.67,0
T00042789,12/12/23,5:00:19 AM,3c6e5240-edb4-4595-80a6-81d3740b2591,0383acbe-87fd-401e-9941-8999b07875cd,aec41154-3db7-4b6a-bf4f-253852387497,Refund,Alpha Bank,Ichalkaranji,Madhya Pradesh,43.166.192.173,Completed,Windows,5,Travel bookings,In-store,73.44,7,16.45,0
T00000653,26/01/24,3:32:56 AM,8b8911cb-b8cc-423e-a267-02807667efc9,367c2f38-ad5a-424f-bec2-b032db7fafbe,2ade1dad-b3ae-4631-9177-917c3778dc56,Bill Payment,Bank of Data,Kottayam,Nagaland,52.97.147.248,Failed,iOS,2,More Services,Mobile,70.83,29,248.42,0
T00008164,21/06/23,12:39:22 PM,c0f8fb5e-7c8e-455e-b2bb-ecc8e82d869b,f2cd3c0d-e36e-4240-ac18-6c4ebf051066,68509698-14d3-49fb-b45c-383d66676c9c,Bill Payment,Dummy Bank,Srikakulam,Mizoram,149.151.52.46,Completed,Windows,3,Financial services and Taxes,In-store,-82.99,6,13.6,0
T00005353,24/02/24,8:40:58 AM,9ab8cc22-6867-4db6-b178-cb22e19cddd0,02c2b318-aec0-4855-bf86-37626200b062,8f0e3e89-c161-4369-bf3c-3c8cabbf7927,Investment,CReditPAY,Malda,Uttar Pradesh,90.31.163.179,Pending,MacOS,3,More Services,In-store,76.47,25,16.73,0
T00025537,18/12/23,9:09:57 AM,39ee13b8-4dc3-48f0-b059-20b2eb2a31a6,e893ddce-830b-490a-bdf7-3f6d4b439677,4d520808-caa0-4c4b-8b6e-8e96d620e5b2,Investment,SamplePay,Arrah,Himachal Pradesh,20.57.139.57,Completed,Android,0,More Services,In-store,-27.01,10,45.92,0
T00005675,19/10/23,5:07:10 AM,ab262e87-2a57-46b9-84bd-70d39ea4ec6e,22c9317d-e063-4e29-81cd-25b38133427e,5eb48fa9-cf94-43c1-8ada-1e8628562f6b,Other,Other,Hazaribagh,Tamil Nadu,174.124.225.73,Completed,Windows,2,More Services,Mobile,43.49,21,28.89,0
T00049596,16/09/23,1:14:07 AM,e3534d43-8cef-4f36-ba71-5b89429edbf4,7e0f0f02-90f2-48ab-9b3f-e7128b63c24b,f7f38e5a-d8a4-4d75-a011-e4cb3eae18a5,Bill Payment,SamplePay,Maheshtala,Rajasthan,73.248.3.244,Completed,iOS,20,Utilities,In-store,39.3,18,55.19,0
T00004339,25/09/23,12:45:06 PM,99b5d4bf-a5ca-4f8b-816a-2ab848a82909,43635339-ec67-440b-8259-c723b1152140,b70bbd9b-19fa-4b9b-8f17-ce5bb48c1436,Subscription,Alpha Bank,Rohtak,Sikkim,85.121.87.192,Pending,iOS,2,Home delivery,Mobile,73.88,26,73.96,0
T00027420,28/07/23,1:59:58 AM,251ed1a5-0a63-4ecf-a7c9-f9074222419d,0e49e57f-ccd8-4274-837e-5e8329a73f11,69079055-b21c-4a61-a98c-cb2393876d43,Refund,SamplePay,Tumkur,Mizoram,5.34.144.14,Failed,MacOS,0,Utilities,In-store,61.23,14,37.36,0
T00021993,14/12/23,7:57:21 AM,1cc75bbd-bbb3-44a5-9cc5-8eadc897865a,5e72204b-ee5b-4002-9ade-76665e783c3b,d5b0a4b1-a1ad-4c93-9d69-37433cf762c2,Subscription,Sigma Bank,Thoothukudi,Gujarat,20.84.68.68,Failed,Windows,1,Other,In-store,35.49,5,29.52,0
T00032372,11/06/23,2:25:19 AM,3288a2ba-77aa-41f4-bbd7-60ab6658a085,435480d7-5d76-4311-9d54-7271569ae2ae,78dd9843-0320-444f-8827-d58865d66eba,Purchase,Alpha Bank,Jamalpur,Uttar Pradesh,62.33.66.106,Failed,Windows,2,Investment,Mobile,-79.49,9,42.23,0
T00012070,13/07/23,12:04:21 PM,b5f0dc78-1683-43d5-ae94-adfb327c24a3,1c45e077-7b01-452b-9ffc-5824adb23f68,e6f8806e-b5e8-4582-b1ca-bbae12691199,Purchase,Gamma Bank,Silchar,Gujarat,159.11.82.70,Failed,Windows,2,Financial services and Taxes,Online,51.92,1,6.51,0
T00014872,18/05/23,2:53:10 AM,779fe3e9-a169-4acb-86dc-83550d3c3a3f,37d7564a-277b-43ff-a6a8-8dacc2bf1541,f436b8af-0708-4051-9dc3-c88d3a44b300,Investment,Alpha Bank,Lucknow,Goa,173.18.62.160,Failed,Windows,3,Home delivery,Online,61.69,9,11.35,0
T00018928,16/08/23,4:14:21 AM,e805bb9c-da1a-4992-8a55-5fdf875594c9,ab8a27de-c7e7-405a-a956-9d93d0c1365b,b4c5957f-0d81-4442-8aad-8e7135a9a7f1,Subscription,Alpha Bank,Miryalaguda,Mizoram,37.26.59.61,Completed,Android,1,Other,In-store,-0.4,18,59.75,0
T00007930,11/05/23,5:39:51 AM,0f69a7c8-17ea-4e9d-aba5-baf90be24211,5ddcd487-2084-4af7-8d6b-0f88d158fa9a,c94c2b6f-4f0f-44b1-8e9f-72009bebae51,Investment,Dummy Bank,Ujjain,Andhra Pradesh,17.134.123.191,Pending,Windows,2,Other,In-store,-85.46,1,23.65,0
T00025726,14/04/23,2:07:05 AM,97f1878c-223b-4de5-bf5e-ff7b472cd71d,28fc79cb-9b3f-40cc-87fc-33ddc98f7cc2,e7c2fbbd-1fd1-4927-9248-4798f47dc55e,Investment,Gamma Bank,Jammu,Andhra Pradesh,112.62.42.95,Completed,Android,5,Investment,Online,37.53,15,46.67,0
T00011790,08/11/23,9:16:32 AM,1835eecb-152a-469d-9ae9-2a425d973666,c6fffe29-110e-4558-8a1b-643d89c23996,186fdb79-4b1c-4ede-9c54-40350ccf19c1,Other,Sigma Bank,Kolhapur,Goa,104.97.214.254,Pending,MacOS,1,Travel bookings,Mobile,33.75,14,1.09,0
T00012668,26/12/23,1:58:11 AM,404d5a81-abc2-4ba8-a0d8-31dccf559e53,a7b1aba9-8c75-459a-8579-a11c7f01f280,bded8d8a-2c5c-4814-bc29-7f01e1599588,Subscription,Alpha Bank,Rajahmundry,Gujarat,154.226.98.254,Failed,MacOS,2,Financial services and Taxes,Online,55.4,13,13.5,0
T00012573,02/11/23,2:29:45 AM,bbcd96a3-9cd3-465e-b541-8f6c68b78970,34a08a5d-d032-47df-8b9d-35d1ee384d22,9114e7e4-24f6-41ff-b0ea-accb8fa9b5d4,Subscription,Sigma Bank,Nashik,Assam,96.114.190.169,Pending,Android,10,Other,Online,-74.05,21,51.66,0
T00017991,16/08/23,4:50:31 AM,1ad2c2e9-e077-4e10-bd13-3de64ff6f841,b4d29276-aa01-454f-8fdd-08735665d12f,6a747326-6835-4e92-8fde-df257d71b7ea,Bill Payment,Gamma Bank,Sonipat,Kerala,152.161.11.197,Pending,Android,2,Purchases,Online,81.01,10,63.8,0
T00024639,02/12/23,7:04:10 AM,4f4feb79-2a7e-45af-a794-7c35f95cd418,a9b6b8f6-0e5e-4289-ae92-fe699d818b2c,1920732d-614d-43f0-b0bb-8cb5e7ccc0ea,Purchase,UPI Pay,Indore,Maharashtra,179.69.148.9,Failed,Android,40,Travel bookings,In-store,88.89,25,51.51,0
T00049191,11/08/23,10:43:18 AM,5c9e714e-04f6-4f3d-b24a-dde2be4dc1af,67a97f23-7005-4100-90b6-0a23d5401140,3fbde290-f73c-4cd1-b87d-ec022bcd7a9a,Bank Transfer,Other,Jamnagar,Uttarakhand,115.29.137.240,Failed,iOS,1,Purchases,In-store,92,26,50.63,0
T00017570,15/05/23,5:49:48 AM,56916a52-68ad-4019-ae2a-87b21f127d69,c33fea79-867d-41e9-b390-a83bc2890396,9b33f5a6-7c49-45e4-9772-efc7e9586aa2,Bank Transfer,UPI Pay,Moradabad,Odisha,160.231.102.61,Completed,Windows,2,Investment,In-store,-69.79,11,55.41,0
T00018489,19/11/23,11:10:13 AM,81c45f38-4555-4f69-9a5a-da4813d733e5,931d7411-c578-440c-a13d-88a5018de4f2,a6b6ca86-1dee-4c01-a897-c6d298067c8b,Investment,Gamma Bank,Jamalpur,Andhra Pradesh,149.111.81.104,Pending,iOS,6,Home delivery,Mobile,54.31,6,12.78,0
T00047285,19/07/23,9:58:56 AM,3fdc04cb-f857-4e03-9921-82561bb5a15b,59650820-fdcf-45c0-b981-eadf7191476f,ffa66e97-bf07-4ffb-bea4-598d9b003196,Investment,Sigma Bank,Jaunpur,Bihar,47.88.249.57,Pending,Windows,1,Donations and Devotion,Online,65.93,22,8.49,0
T00047175,08/07/23,4:47:55 AM,3209f366-1360-4449-83d0-12e2d86df5bc,b1bd0a59-6c76-4312-b4e3-8f69bb732948,bcb77eb2-cde2-4654-a0c3-4cbf6a8cbaf3,Investment,Gamma Bank,Imphal,Nagaland,84.179.170.166,Completed,Windows,5,Purchases,In-store,-42.2,1,19.94,0
T00012762,25/08/23,5:29:24 AM,e4752f3d-de74-4526-b7e8-5dcef9ab71bc,4f1e956f-5de7-442e-8d77-4d767a2efeab,a60ce07c-890d-438b-9013-6309be34583d,Refund,UPI Pay,Rohtak,Chhattisgarh,21.167.254.69,Completed,iOS,3,Donations and Devotion,In-store,55.86,25,45.17,0
T00034384,19/02/24,10:35:49 AM,a6abbae7-c0a2-4fb2-8477-203da521ff52,df5b5bb5-a56b-4f22-ad92-3282e6017291,dbb3adac-ce5a-4fe5-b066-8462fff89e47,Investment,CReditPAY,Raipur,Uttar Pradesh,186.153.210.51,Failed,Windows,3,More Services,Online,-19.39,6,19.28,0
T00016053,15/10/23,12:07:04 PM,b7e51e43-4b89-491a-969c-9e7163ba18c4,b660c210-cf92-4a58-87d0-f330971279f9,979a6dd4-e06b-4d78-ab3a-a554dd92e0b3,Refund,Other,Uluberia,Maharashtra,51.66.50.162,Completed,MacOS,30,More Services,Mobile,9.74,12,10.49,0
T00027918,22/12/23,1:30:08 AM,fda55c37-071c-4469-8fc1-4a632d0f2176,22aa8858-f5f2-4bea-9950-b7cbd5a93c44,baa2dc30-d3f5-4c80-97d7-b7e9cd8dc761,Bank Transfer,UPI Pay,Surat,Uttarakhand,87.204.37.244,Completed,iOS,1,Home delivery,Online,-98.18,12,48.05,0
T00040748,29/11/23,4:43:15 AM,8eca83dd-c7ad-448a-9f5e-42b1306618d1,a524ff08-9c9c-4d0e-86c3-2901da68e14e,e2fa5b33-7cd0-473b-a88c-bfa3973128d5,Refund,Gamma Bank,Bhagalpur,Tamil Nadu,160.82.134.179,Pending,iOS,4,Other,Online,25.2,1,33.12,0
T00020377,26/11/23,4:44:58 AM,ba083d3f-6144-404f-9c2b-c64987ba77ea,9043d1e6-323e-43fe-9203-d14573f11046,c577ca9f-4c2e-404d-b782-63b48e94e6b8,Refund,SamplePay,Udupi,Assam,158.111.239.187,Pending,Android,0,Investment,Mobile,48.25,19,11.54,0
T00039508,15/04/23,9:53:44 AM,aab10ed6-01e2-4fd7-a4bb-8d51a7436729,ab05b4dd-1a83-4205-9821-e822b8afe70f,24564871-bd22-4b63-ac8e-9715ef947604,Subscription,SamplePay,Bhatpara,Himachal Pradesh,34.99.172.118,Pending,Windows,0,Brand Vouchers and OTT,Mobile,2.44,11,11.81,0
T00041666,05/01/24,2:57:14 AM,376ac1b1-d87a-4949-abc0-7c52482872c1,73715fae-8ff2-40b8-8589-9af5c95e07a8,44b9da74-9df3-4778-945f-7dbdec7aa6e1,Bill Payment,Bank of Data,Guwahati,West Bengal,64.34.71.133,Failed,Android,1,Utilities,Online,-42.51,8,35.5,0
T00025073,07/05/23,2:11:29 AM,1e4c0d59-d5ec-4059-adfb-b6bcfebbdf77,3a884e2b-e916-4e4c-b215-281107b109e6,0310e62e-e6c8-4385-882f-5742fe8aabde,Investment,Alpha Bank,South Dumdum,Punjab,77.78.185.17,Pending,MacOS,5,Utilities,Mobile,-3.68,17,31.37,0
T00043964,01/08/23,1:57:41 AM,6860210a-6498-458b-aaef-71e6ca9e7726,adee1417-4ce7-49d0-92ec-7f6d7ad819f6,41c5a508-aebe-4c0c-aefd-d8f0008c7555,Investment,UPI Pay,Jorhat,Himachal Pradesh,170.178.117.185,Pending,MacOS,3,Donations and Devotion,In-store,-30.46,5,21.26,0
T00004958,28/06/23,10:41:42 AM,32e99046-36e5-46d2-b1cf-cdfe0ae2d36b,bba3e985-55e6-42f5-b070-e6118338ca3b,e3b74851-e961-4e58-9907-bb372b113bbe,Other,Bank of Data,Alwar,Mizoram,40.230.45.106,Completed,iOS,1,Investment,Online,-41.44,26,29.31,0
T00031416,20/01/24,2:32:50 AM,0b9f0700-93c7-4301-8aec-bb156f2a3bbd,a52999ca-7a78-400e-8000-742cb5d59879,0acc7f22-31d5-4d03-b516-9359c978b6d2,Other,SamplePay,Dehradun,Assam,137.149.131.200,Completed,iOS,5,Brand Vouchers and OTT,Mobile,2.13,20,63.48,0
T00041702,19/03/24,11:32:25 AM,ff7a292d-51eb-45db-b5c3-7c5da5d34add,0e00a154-c2d0-41af-834b-b8d27e39c4cf,b02b82e6-81fd-41d8-9d81-81ce95f3e890,Investment,Dummy Bank,Gurgaon,Nagaland,194.45.0.63,Pending,MacOS,0,Investment,Mobile,55.12,3,16.33,0
T00014821,13/02/24,6:20:06 AM,106d4c47-6981-4735-b936-8a63c6ca1b74,07db0b28-4202-454d-b6dc-d63b22812751,112d1d23-6f64-4acb-90e0-d7d10d17dc23,Other,CReditPAY,Fatehpur,Karnataka,2.66.240.233,Pending,Windows,0,Financial services and Taxes,In-store,-97.53,21,44.31,0
T00011736,04/05/23,3:02:19 AM,d35e6206-3c24-4559-99b4-f7f9c15d9fa4,f98cb50a-ac80-442c-b6a2-64320037a92d,ea4eb02f-28bd-4ee3-9353-21b0aa299855,Bank Transfer,Bank of Data,Udupi,Manipur,170.64.230.43,Pending,iOS,2,Brand Vouchers and OTT,Mobile,39.51,5,2144.86,0
T00045340,10/10/23,2:45:35 AM,d7b6b074-ef28-4120-8512-8e74b523485e,1ab0b349-bbec-4b54-af28-2437d1e534ed,177a3e93-b3ac-4cf6-b1d3-db4301aa3e75,Subscription,UPI Pay,Bardhaman,Manipur,58.72.178.207,Completed,Windows,2,Purchases,Online,-26.27,18,2.23,0
T00018046,22/08/23,9:33:57 AM,845d55c1-ac1b-4be9-8d09-46aec6a30705,c0d781f9-3f6c-4342-b810-a1aad887981c,0b20cd97-4bac-459e-95a2-7285186f472e,Other,CReditPAY,Kochi,Rajasthan,192.88.21.37,Pending,Android,10,Donations and Devotion,Online,-13.12,18,40.09,0
T00045686,24/06/23,8:06:40 AM,b9e817d3-4bf6-4bdb-8fc9-ef3a0c6ba598,d940d050-4fef-4ebb-b80d-a01c01c66eeb,155f4f10-a0e0-4ab0-98cb-c8d65382df6f,Purchase,Dummy Bank,Kamarhati,Assam,79.160.173.212,Completed,Windows,2,More Services,In-store,-19.29,9,36.42,0
T00011186,07/09/23,1:14:33 AM,5e8f4916-68a2-43f3-8b60-3ae7191c06ab,1c048738-57e4-4bb1-ba7f-dbce0427a572,b8c31b19-cb9d-41d5-9760-754eb809592f,Bill Payment,Other,Ahmedabad,Telangana,176.78.66.159,Completed,iOS,2,Purchases,Online,55.23,17,14.36,0
T00046899,11/09/23,3:23:01 AM,a4f5439f-61d5-41cf-b980-ba1c35110c7e,80531891-4301-4921-b1c7-75f3fcd922e9,1fda229a-3d5f-42e5-ba6f-441cd7dbab32,Investment,Alpha Bank,Jamnagar,Punjab,67.195.148.117,Failed,iOS,2,Other,Mobile,-67.97,25,26.05,0
T00030627,20/02/24,5:45:47 AM,66e06e72-bacf-4f35-be6f-a9b5d78c4124,d7fd40b2-be30-4258-80d3-420d217ed7cc,a03ffa5a-7221-42df-90ec-e93749f842e7,Bill Payment,Dummy Bank,Akola,Himachal Pradesh,8.95.188.241,Completed,MacOS,1,Purchases,In-store,-76.08,19,45.36,0
T00011201,04/09/23,2:09:13 AM,73629e6a-e9b9-4564-ab09-874887c33cbe,41318442-a966-4ce1-abe8-887827400706,b31c3e7f-e141-405d-93e0-e74a27e06074,Bank Transfer,Bank of Data,Pali,Haryana,28.144.41.117,Failed,Android,3,Travel bookings,In-store,-16.33,29,45.49,0
